NOM_PROV;NOM_MUN;DESC_NIVEL;DESC_TURNO;NUM_ALUMNOS;CLASS
VALENCIA/VALÈNCIA;ALMUSSAFES;NIVEL 2;OTROS;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;NIVEL 2;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;NIVEL 2;VESPERTINO;18;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;NIVEL 3;OTROS;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;NIVEL 3;VESPERTINO;19;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;GES 1;OTROS;2;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;GES 1;VESPERTINO;10;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;GES 2;OTROS;19;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;GES 2;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;GES 2;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;PREP. P.A. CFGS-A;OTROS;10;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;PREP. P.A. CFGS-A;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - A2;OTROS;2;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - A2;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - B1;VESPERTINO;18;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - B2;OTROS;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - B2;VESPERTINO;15;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - C1;OTROS;3;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - C1;VESPERTINO;32;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - C2;OTROS;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CERT. CONOC. VALENCIANO - C2;VESPERTINO;33;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS A1 - 2 HORAS;VESPERTINO;14;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;COMPETENCIA DIGITAL - NIVEL 1;OTROS;24;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;COMPETENCIA DIGITAL - NIVEL 1;VESPERTINO;19;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;CASTELLANO LE - A1 MÍNIMO;OTROS;4;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS A1 - 3 HORAS;OTROS;22;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS A1 - 3 HORAS;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS A2 - 3 HORAS;OTROS;29;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS A2 - 3 HORAS;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS B1 (PREINTERMEDIO) - 3 HORAS;OTROS;7;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS B1 (PREINTERMEDIO) - 3 HORAS;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INGLÉS B1 (PREINTERMEDIO) - 3 HORAS;VESPERTINO;47;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;INTERCAMBIO COMUNICATIVO EN LENGUAS EXTRANJERAS - 2H;VESPERTINO;49;Alto
VALENCIA/VALÈNCIA;ALMUSSAFES;SALUD, BIENESTAR Y ENVEJECIMIENTO ACTIVO - 2H;OTROS;8;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;SALUD, BIENESTAR Y ENVEJECIMIENTO ACTIVO - 2H;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;SALUD, BIENESTAR Y ENVEJECIMIENTO ACTIVO - 2H;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INTERCAMBIO COMUNICATIVO EN LENGUAS EXTRANJERAS - 3H;OTROS;6;Bajo
VALENCIA/VALÈNCIA;ALMUSSAFES;INTERCAMBIO COMUNICATIVO EN LENGUAS EXTRANJERAS - 3H;VESPERTINO;45;Alto
VALENCIA/VALÈNCIA;ANNA;NIVEL 1;VESPERTINO;15;Medio
VALENCIA/VALÈNCIA;ANNA;NIVEL 2;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;ANNA;GES 1;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 2;OTROS;9;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 2;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 2;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 3;OTROS;17;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 3;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;NIVEL 3;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;GES 1;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;PREP. PRUEBA GES - INTENSIVO;OTROS;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;PREP. PRUEBA GES - INTENSIVO;DIURNO;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - A1;OTROS;3;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - A1;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - A2;OTROS;3;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - A2;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - B1;OTROS;4;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - B1;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - B1;VESPERTINO;8;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - C1;OTROS;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERT. CONOC. VALENCIANO - C1;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CASTELLANO LE - A2 INTERMEDIO;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CERTIFICACIÓN NACIONALIDAD ESPAÑOLA;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS A2 - 2 HORAS;OTROS;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS A2 - 2 HORAS;VESPERTINO;8;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS A2 - 2 HORAS;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;OTROS;3;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;DIURNO;4;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;FRANCÉS A1;OTROS;6;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;FRANCÉS A1;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;COMPETENCIA DIGITAL - NIVEL 2;OTROS;2;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;COMPETENCIA DIGITAL - NIVEL 3;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;OTROS;10;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;MATUTINO;10;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;OTROS;10;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;DIURNO;6;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;MATUTINO;18;Medio
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;OTROS;4;Bajo
VALENCIA/VALÈNCIA;AIELO DE MALFERIT;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;VESPERTINO;14;Medio
VALENCIA/VALÈNCIA;AYORA;NIVEL 3;OTROS;1;Bajo
VALENCIA/VALÈNCIA;AYORA;NIVEL 3;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;AYORA;GES 1;VESPERTINO;15;Medio
VALENCIA/VALÈNCIA;AYORA;GES 2;VESPERTINO;12;Medio
VALENCIA/VALÈNCIA;AYORA;PREP. P.A. CFGS-A;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AYORA;PREP. P.A. CFGS-C;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AYORA;CERT. CONOC. VALENCIANO - B1;VESPERTINO;14;Medio
VALENCIA/VALÈNCIA;AYORA;CERT. CONOC. VALENCIANO - B1;MATUTINO;4;Bajo
VALENCIA/VALÈNCIA;AYORA;CERT. CONOC. VALENCIANO - C1;VESPERTINO;8;Bajo
VALENCIA/VALÈNCIA;AYORA;CERT. CONOC. VALENCIANO - C1;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;AYORA;CASTELLANO LE - A1 INTERMEDIO;VESPERTINO;20;Medio
VALENCIA/VALÈNCIA;AYORA;CASTELLANO LE - A2 INTERMEDIO;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;AYORA;CASTELLANO LE - A2 INTERMEDIO;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;AYORA;INGLÉS A1 - 2 HORAS;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;AYORA;INGLÉS A2 - 2 HORAS;VESPERTINO;17;Medio
VALENCIA/VALÈNCIA;AYORA;FRANCÉS A1;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;AYORA;FRANCÉS A2;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;AYORA;DIGCOMP-A1;VESPERTINO;15;Medio
VALENCIA/VALÈNCIA;AYORA;DIGCOMP-A2;VESPERTINO;9;Bajo
VALENCIA/VALÈNCIA;AYORA;DIGCOMP-B1;VESPERTINO;28;Alto
VALENCIA/VALÈNCIA;AYORA;COMPETENCIAS CLAVE - NIVEL 2;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;AYORA;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;VESPERTINO;64;Alto
VALENCIA/VALÈNCIA;AYORA;BAILE Y DANZA - 2H;VESPERTINO;10;Bajo
VALENCIA/VALÈNCIA;AYORA;MÚSICA - 2H;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;AYORA;MÚSICA - 2H;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;NIVEL 1;OTROS;6;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;NIVEL 3;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;GES 1;OTROS;17;Medio
VALENCIA/VALÈNCIA;BENAGUASIL;GES 1;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;CERT. CONOC. VALENCIANO - B1;OTROS;16;Medio
VALENCIA/VALÈNCIA;BENAGUASIL;CERT. CONOC. VALENCIANO - C1;OTROS;10;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;ACCESO UNIV. M25 (COMUNES - MÍNIMO);OTROS;7;Bajo
VALENCIA/VALÈNCIA;BENAGUASIL;ACCESO UNIV. M25 (COMUNES - MÍNIMO);VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;BENETÚSSER;NIVEL 2;VESPERTINO;49;Alto
VALENCIA/VALÈNCIA;BENETÚSSER;NIVEL 3;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;CERT. CONOC. VALENCIANO - A1;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;CERT. CONOC. VALENCIANO - C1;VESPERTINO;35;Alto
VALENCIA/VALÈNCIA;BENETÚSSER;CASTELLANO LE - B1 INTERMEDIO;VESPERTINO;19;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;CASTELLANO LE - A1 INTENSIVO;VESPERTINO;10;Bajo
VALENCIA/VALÈNCIA;BENETÚSSER;INGLÉS A1 - 2 HORAS;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;INGLÉS A2 - 2 HORAS;VESPERTINO;17;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;14;Medio
VALENCIA/VALÈNCIA;BENETÚSSER;EXPRESIÓN ARTÍSTICA Y PLÁSTICA - 3H;VESPERTINO;34;Alto
VALENCIA/VALÈNCIA;BENETÚSSER;MUNDO AUDIOVISUAL: CINE, RADIO Y FOTOGRAFÍA - 3H;VESPERTINO;22;Alto
VALENCIA/VALÈNCIA;BENIFAIÓ;NIVEL 1;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;NIVEL 1;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;NIVEL 3;DIURNO;2;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;NIVEL 3;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;GES 1;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;PREP. P.A. CFGS - COMUNES INTESIVO;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CERT. CONOC. VALENCIANO - B1;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CERT. CONOC. VALENCIANO - C1;VESPERTINO;9;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CERT. CONOC. VALENCIANO - C2;DIURNO;3;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CERT. CONOC. VALENCIANO - C2;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;INGLÉS A1 - 2 HORAS;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;INGLÉS A1 - 2 HORAS;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;INGLÉS A2 - 2 HORAS;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;8;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;11;Medio
VALENCIA/VALÈNCIA;BENIFAIÓ;CASTELLANO LE - A2 MÍNIMO;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;BENIFAIÓ;CASTELLANO LE - B1 MÍNIMO;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;CASTELLANO LE - B1 MÍNIMO;VESPERTINO;9;Bajo
VALENCIA/VALÈNCIA;BENIFAIÓ;VALENCIANO LE - A1 MÍNIMO;DIURNO;4;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;NIVEL 1;VESPERTINO;10;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;NIVEL 2;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;BENIGÀNIM;GES 1;VESPERTINO;9;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;24;Alto
VALENCIA/VALÈNCIA;BENIGÀNIM;CERT. CONOC. VALENCIANO - A1;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;CERT. CONOC. VALENCIANO - C1;VESPERTINO;16;Medio
VALENCIA/VALÈNCIA;BENIGÀNIM;CERT. CONOC. VALENCIANO - C2;VESPERTINO;19;Medio
VALENCIA/VALÈNCIA;BENIGÀNIM;CASTELLANO LE - A2 INTERMEDIO;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;VALENCIANO LE - A1 INTERMEDIO;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;INGLÉS A2 - 4 HORAS;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;INGLÉS B1 (PREINTERMEDIO) - 4 HORAS;VESPERTINO;12;Medio
VALENCIA/VALÈNCIA;BENIGÀNIM;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;DIURNO;1;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;VESPERTINO;39;Alto
VALENCIA/VALÈNCIA;BENIGÀNIM;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;MATUTINO;22;Alto
VALENCIA/VALÈNCIA;BENIGÀNIM;ARTESANÍA Y MANUALIDADES - 3H;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BENIGÀNIM;BAILE Y DANZA - 3H;VESPERTINO;14;Medio
VALENCIA/VALÈNCIA;BENIGÀNIM;CONFECCIÓN, TEXTIL Y MANUFACTURA - 3H;VESPERTINO;28;Alto
VALENCIA/VALÈNCIA;BENIPARRELL;NIVEL 2;VESPERTINO;12;Medio
VALENCIA/VALÈNCIA;BENIPARRELL;NIVEL 3;VESPERTINO;12;Medio
VALENCIA/VALÈNCIA;BENIPARRELL;GES 1;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENIPARRELL;CERT. CONOC. VALENCIANO - B2;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BENIPARRELL;CERT. CONOC. VALENCIANO - C1;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;BENIPARRELL;INGLÉS A1 - 2 HORAS;VESPERTINO;8;Bajo
VALENCIA/VALÈNCIA;BENIPARRELL;INGLÉS A2 - 2 HORAS;VESPERTINO;7;Bajo
VALENCIA/VALÈNCIA;BENIPARRELL;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;NIVEL 2;DIURNO;13;Medio
VALENCIA/VALÈNCIA;BOCAIRENT;PREP. PRUEBA GES - MÍNIMO;DIURNO;4;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;CERT. CONOC. VALENCIANO - A1;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;CERT. CONOC. VALENCIANO - B1;DIURNO;6;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;CERT. CONOC. VALENCIANO - C1;DIURNO;9;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;CURSOS ESPECÍFICOS DE CULTURA Y PATRIMONIO VALENCIANO;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;INGLÉS A2 - 2 HORAS;DIURNO;4;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;DIURNO;3;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;COMPETENCIA DIGITAL - NIVEL 2;DIURNO;3;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;EDUCACIÓN MEDIOAMBIENTAL;DIURNO;7;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;ARTESANÍA Y MANUALIDADES - 2H;DIURNO;16;Medio
VALENCIA/VALÈNCIA;BOCAIRENT;BAILE Y DANZA - 2H;DIURNO;11;Medio
VALENCIA/VALÈNCIA;BOCAIRENT;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;DIURNO;2;Bajo
VALENCIA/VALÈNCIA;BOCAIRENT;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;DIURNO;9;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;NIVEL 3;OTROS;1;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;NIVEL 3;DIURNO;2;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;NIVEL 3;VESPERTINO;19;Medio
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;NIVEL 3;MATUTINO;5;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;GES 1;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;CERT. CONOC. VALENCIANO - B1;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;CERT. CONOC. VALENCIANO - B2;VESPERTINO;4;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;CERT. CONOC. VALENCIANO - C1;VESPERTINO;12;Medio
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;CERT. CONOC. VALENCIANO - C2;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;INGLÉS A1 - 2 HORAS;VESPERTINO;13;Medio
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;INGLÉS A2 - 2 HORAS;VESPERTINO;17;Medio
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;27;Alto
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;ITALIANO A1;VESPERTINO;3;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;COMPETENCIA DIGITAL - NIVEL 1;VESPERTINO;6;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;5;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;COMPETENCIA DIGITAL - NIVEL 3;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;2;Bajo
VALENCIA/VALÈNCIA;BONREPÒS I MIRAMBELL;MÚSICA - 2H;VESPERTINO;10;Bajo
VALENCIA/VALÈNCIA;BUÑOL;NIVEL 3;OTROS;4;Bajo
VALENCIA/VALÈNCIA;BUÑOL;NIVEL 3;DIURNO;11;Medio
VALENCIA/VALÈNCIA;BUÑOL;GES 1;DIURNO;6;Bajo
VALENCIA/VALÈNCIA;BUÑOL;PREP. PRUEBA GES - INTENSIVO;OTROS;2;Bajo
VALENCIA/VALÈNCIA;BUÑOL;PREP. PRUEBA GES - INTENSIVO;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - A1;DIURNO;2;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - A2;OTROS;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - A2;DIURNO;4;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - C1;OTROS;6;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - C1;DIURNO;29;Alto
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - C1;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - C2;OTROS;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CERT. CONOC. VALENCIANO - C2;DIURNO;3;Bajo
VALENCIA/VALÈNCIA;BUÑOL;INGLÉS A1 - 2 HORAS;OTROS;4;Bajo
VALENCIA/VALÈNCIA;BUÑOL;INGLÉS A1 - 2 HORAS;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BUÑOL;INGLÉS A1 - 2 HORAS;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;INGLÉS A2 - 2 HORAS;DIURNO;15;Medio
VALENCIA/VALÈNCIA;BUÑOL;INGLÉS A2 - 2 HORAS;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;COMPETENCIA DIGITAL - NIVEL 1;OTROS;8;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A1 MÍNIMO;OTROS;3;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A1 MÍNIMO;DIURNO;16;Medio
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A1 MÍNIMO;MATUTINO;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A2 MÍNIMO;OTROS;5;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A2 MÍNIMO;DIURNO;5;Bajo
VALENCIA/VALÈNCIA;BUÑOL;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;OTROS;24;Alto
VALENCIA/VALÈNCIA;BUÑOL;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;DIURNO;91;Alto
VALENCIA/VALÈNCIA;BUÑOL;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 2H;VESPERTINO;9;Bajo
VALENCIA/VALÈNCIA;BUÑOL;COMUNICACIÓN DIGITAL: BLOGS, WEBS, REDES SOCIALES, ETC. - 2H;OTROS;1;Bajo
VALENCIA/VALÈNCIA;BUÑOL;COMUNICACIÓN DIGITAL: BLOGS, WEBS, REDES SOCIALES, ETC. - 2H;DIURNO;7;Bajo
